keyword,rank,url,domain_authority,page_authority,spam_score,pages_to_root_domain,nofollow_pages_to_root_domain,total_words,header_words,footer_words,keyword_count,city_count,lawyer_attorney_count,first_keyword_spot,keyword_in_200_words,title,key_in_title,h1_count,h1_text,key_in_h1,h2_count,h2_text,key_in_h2,h3_count,h3_text,key_in_h3,image_count,image_alt_text,key_in_alt_text,is_wordpress,has_table_of_contents
Truck Accident Lawyer Washington DC,11,https://www.tromblylaw.com/truck-accident-lawyer-washington-dc/,30,17,-1,53384,354,1019,126,50,13,0,7,131.0,True,"Truck Accident Lawyer - Washington D.C. | Trombly & Singer, PLLC",True,1,"['Washington, D.C. Truck Accident Lawyer']",[True],6,"['Types of Truck Accidents', 'Mechanical Problems Lead to Accidents', 'A Driver’s Job Leads to Accidents', 'A Lack of Visibility Leads to Accidents', 'The Weight of\xa0 a Truck Leads to Accidents', 'Contact a Washington D.C. Truck Accident Lawyer']","[True, False, False, False, False, True]",0,[],[],53,"['Trombly & Singery, PLLC', '', 'Trombly & Singer, PLLC', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', '', '', 'Trombly & Singer, PLLC', 'Accel Marketing Solutions, Inc', 'Cleantalk Pixel']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,12,https://truckaccidents.com/,32,38,1,492912,6195,3179,89,290,36,1,64,141.0,True,Home | The Law Firm For Truck Safety,False,0,[],[],15,"['Masters of Truck Accident Law. Champions of Your Story.', 'Over Half a BILLION Dollars in Settlements and Verdicts', 'Choosing The Law Firm for Truck Safety', 'Representing Truck Crash Victims is All We Do', 'What Our Clients Are Saying', 'We know the Rules. We know the Law. We know Trucks.', 'Our Truck Crash Lawyers', 'Crash. Not Accident.', 'We Are Safety Advocates', 'Supporting and Partnering with Safety Advocacy Groups', 'Our Truck Safety Initiatives', 'The Law Firm for Truck Safety News and Resource Center', 'Upcoming Events', 'Our Offices', 'Involved in a Semi-Truck Accident?Share Your Story with Us.']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, True]",38,"['Referrals & Co-Counsel', 'Involved in a Crash?', '$42.4M Verdict', '$34M Settlement', '$16M Verdict', '$13.5M Settlement', '$13.2M Verdict', '$12M Settlement', '$10.9M Verdict', '$10.1M Judgment', '$10M Settlement', 'Six Board-Certified Attorneys in Truck Accident Law', 'Publications and Lecturers about Truck Crash Law: We Wrote the Book', 'Five Attorneys Licensed to Drive Commercial Trucks', 'Joe Ervin', 'Joshua Leizerman', 'Michael Leizerman', 'Rena M. Leizerman', 'Amy Papuga', 'Matthew E. Wright', 'Andy Young', 'D.J. Young', 'Local Truck Crash Attorney', 'The Road to Safer Roads: TLFTS 2021 Safety Initiatives Pave a Way to a Future with 0 Truck Crash Fatalities', '2021: The Law Firm for Truck Safety’s Year in Numbers', 'Busy Autumn Teaching Truck Crash Law – part 5', 'Busy Autumn Teaching Truck Crash Law – part 4', 'Busy Autumn Teaching Truck Crash Law – part 3', 'Busy Autumn Teaching Truck Crash Law – part 2', 'Busy Autumn Teaching Truck Crash Law – part 1', '10 Life Saving Truck Safety Policy Initiatives Built Into Federal Surface Transportation Infrastructure Bill', 'VIDEO: Client Brooke Pratt tells her story for the CVSA', 'VIDEO: Only 10% of Motor Carriers Represent 50% of Truck Crashes', 'VIDEO: Truck Crashes Involving a Construction Work Zone', 'VIDEO: Is a truck company obligated to research a driver’s history before hiring? Pt. 2', 'Litigating Broker Liability for Trucking Accident Injury Claims: Theories of Liability, Defenses, Preemption', '2023 New Trucking Lawyers Division Bootcamp', 'FJA 2023 Winning Truck Crash Cases Seminar']","[False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",105,"['The Law Firm For Truck Safety', '', '', '', '', 'Play', 'Play', '', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', '', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'Image is not available', 'Image is not available', '', '', '', '', '', '', '', '', '', 'Gravic', 'Gravic', 'Gravic', 'Gravic', 'Gravic', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'previous arrow', 'previous arrow', 'next arrow', 'next arrow', '', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', '', '', '', '', '', '', 'previous arrow', 'previous arrow', 'next arrow', 'next arrow', 'The Road to Safer Roads: TLFTS 2021 Safety Initiatives Pave a Way to a Future with 0 Truck Crash Fatalities', '2021: The Law Firm for Truck Safety’s Year in Numbers', 'Busy Autumn Teaching Truck Crash Law – part 5', 'Busy Autumn Teaching Truck Crash Law – part 4', 'Busy Autumn Teaching Truck Crash Law – part 3', 'Busy Autumn Teaching Truck Crash Law – part 2', 'Busy Autumn Teaching Truck Crash Law – part 1', '10 Life Saving Truck Safety Policy Initiatives Built Into Federal Surface Transportation Infrastructure Bill', 'VIDEO: Client Brooke Pratt tells her story for the CVSA', 'VIDEO: Only 10% of Motor Carriers Represent 50% of Truck Crashes', 'VIDEO: Truck Crashes Involving a Construction Work Zone', 'VIDEO: Is a truck company obligated to research a driver’s history before hiring? Pt. 2', '', '', '', 'Play', 'Play', 'Play', 'Play', 'Play', 'Play', 'Play', 'Play', '', '', '', '', '', 'previous arrow', 'previous arrow', 'next arrow', 'next arrow', 'The Law Firm For Truck Safety', '']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,13,https://www.marksandharrison.com/washington-dc-truck-accident-lawyer/,35,25,1,19625,3797,575,10,0,0,0,11,,,Page not found - Marks & Harrison,False,1,['Error Code: 404'],[False],1,['We can’t seem to find the page you’re looking for.'],[False],0,[],[],16,"['logo', 'logo', 'logo', 'image', 'image', 'image', 'image', 'image', 'image', 'image', 'image', 'image', 'image', 'Marks & Harrison', 'lines', '']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,14,https://brynnlaw.com/truck-accident-lawyer-md/,20,22,6,44854,1562,3846,239,190,61,12,46,1.0,True,"Truck Accident Lawyer MD | Frederick J. Brynn, P.C.",True,1,['Truck Accident Lawyer MD'],[True],1,['Truck Accident Lawyer MD'],[True],26,"['What You Should Do if You Are Involved in a Truck Accident', 'Preserve the Evidence from Your Accident', 'Do Not Discuss Your Case', 'Contact Us for a Free Consultation', 'Reasons Hiring a Truck Accident Attorney May be in Your Best Interest', 'Trucking Accidents Are Often Serious', 'Maximize Your Compensation', 'Navigate Any Case Complications', 'Truck Accident Cases', 'Causes of Truck Accidents', 'Have You Been Involved in a Trucking Accident?', 'Why Are There So Many Trucking Accidents?', 'Consult With a Truck Accident Lawyer', 'Statute of Limitations', 'Proving a Truck Accident Case', 'Be Wary of Truck Driver Fatigue', 'What time of day the trucker drives.', 'How many hours the trucker has been awake.', 'Whether the trucker has a sleep disorder.', 'The rotating nature of shift schedules.', 'What You Should Know About Truck Accidents', 'Truck Accidents Are Usually More Serious Than Car Accidents', 'You May Be Able To Sue the Truck Driver and the Trucking Company', 'There Are Steps You Can Take To Avoid Truck Accidents', 'The Truck Driver Isn’t Always at Fault', 'Let a Truck Accident Lawyer Fight for You']","[True, False, False, False, True, False, False, False, True, True, False, False, True, False, True, False, False, False, False, False, True, True, False, True, False, True]",20,"['NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'Frederick J. Brynn, P.C.', 'Frederick J. Brynn, P.C.', 'Frederick J. Brynn, P.C.', 'Frederick J. Brynn, P.C.', 'truck accident lawyer MD', 'truck accident lawyer MD', 'truck accident infographic', 'truck accident infographic', 'Client Review', 'Client Review', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT']","[False, False, False, False, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,15,https://www.trollingerlaw.com/truck-accident-lawyer/,33,29,1,10029,1673,2435,21,36,42,0,7,146.0,True,"Truck Accident Lawyer | Waldorf, MD | Trollinger Law",True,1,"['Truck Accident Lawyer in Waldorf, MD']",[True],12,"['Why Tractor Trailer Accident Cases Are So Complex', 'Who Can Be Held Liable for a Truck Accident?', 'Evidence We May Use in a Truck Accident Claim', 'Damages in a Truck Accident Claim', 'Time Limit for Filing a Truck Accident Claim in Maryland and D.C.', 'Common Causes of Semi-Truck Accidents', 'Catastrophic Injuries Caused by Truck Accidents', 'How Our Truck Accident Lawyer in Charles County Can Help', 'Truck Accidents FAQs', 'Truck Accidents FAQs', 'Associations & Awards', 'CONTACT US']","[False, True, True, True, True, True, True, True, True, True, False, False]",6,"['Client Testimonials', 'Do I need to report an accident in Maryland?', 'Is Maryland an ¨at fault state¨?', 'What is the statute of limitations in Maryland?', 'What evidence is needed for my truck accident claim?', 'Do different laws apply to truck accidents in Maryland?']","[False, False, False, False, True, True]",19,"['Trollinger Law LLC', 'truck accident lawyer in Waldorf', 'tractor trailer accident lawyer', 'police officer injuries in maryland', 'How Long After A Car Accident Can You File A Claim?', 'Semi-Trailer Truck Accident Lawyer in Charles County, MD - Trollinger Law', 'Matt Trollinger Workers Compensation Attorney Maryland Litigator of the Year', 'The National Trial Lawyers', 'Maryland-association-for-Justice-icon', 'Avvo-Rating-icon', 'ASLA-icon', 'PIA-top-10-icon', 'Million-dollar-advocates-forum logo', 'Multi-Million-Dollar-advocates-Forum logo', 'the national trial lawyers logo', 'super lawyers logo', 'american-association-for-justice-logo-icon', 'Trollinger Law LLC', '']","[False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,16,https://brynnlaw.com/truck-accidents/,20,22,6,44854,1562,1061,239,190,16,16,19,1.0,True,"Truck Accident Lawyer Washington DC, Maryland, Virginia | Brynn",True,1,"['Truck Accident Lawyer Washington DC, Maryland, Virginia']",[True],3,"['Seriously Injured In A Truck Accident? Our Skilled Personal Injury Lawyers Can Help.', 'Truck Accident Lawyer Washington DC, Maryland, Virginia: Aggressive Safeguarding Of Clients’ Legal And Financial Interests', 'Contact Our\xa0Truck Accident Lawyer in Washington DC, Maryland, Virginia']","[True, True, True]",0,[],[],18,"['NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'Frederick J. Brynn, P.C.', 'Frederick J. Brynn, P.C.', 'Frederick J. Brynn, P.C.', 'Frederick J. Brynn, P.C.', 'Truck Accident Lawyer Washington DC, Maryland, Virginia', 'Truck Accident Lawyer Washington DC, Maryland, Virginia', 'Client Review', 'Client Review', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT']","[False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,17,https://www.chasenboscolo.com/washington-dc/truck-accidents/,32,24,1,66198,2156,1992,54,30,17,0,23,50.0,True,Washington D.C. Truck Accident Lawyer - CHASENBOSCOLO,True,1,['Washington D.C. Truck Accident Attorneys'],[True],5,"['Do I Need a Truck Accident Lawyer?', 'Why Hire CHASENBOSCOLO to Handle My Case?', 'Washington D.C. Truck Accident Cases We Handle', 'Frequently Asked Questions', 'Contact a Washington D.C. Truck Accident Lawyer Today']","[True, False, True, False, True]",3,"['What is the value of my claim?', 'Can I file a claim for a deceased family member?', 'What is contributory negligence?']","[False, False, False]",30,"['header-logo', 'header-logo', 'header-logo', 'Results Slide', 'Results Slide', 'Results Slide', 'Results Slide', 'Results Slide', 'Results Slide', 'Results Slide', 'Results Slide', 'Results Slide', 'Results Slide', 'MDAF Logo', 'MMDAF Logo', 'AAJ-Leaders-Forum Logo', 'Super Lawyers Logo', 'AV Logo', 'AV Logo', 'top-places-to-work-washington-post-community', 'AAJ Logo', 'MDAF Logo', 'MMDAF Logo', 'AAJ-Leaders-Forum Logo', 'Super Lawyers Logo', 'AV Logo', 'AV Logo', 'AAJ Logo', 'top-places-to-work-washington-post-community', 'CB Logo']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,18,https://www.joelfinkelstein.com/truck-accidents/,16,13,3,466,28,742,0,0,10,0,11,64.0,True,"Truck Accident Lawyer in Washington DC, Truck Accident Attorney in Washington DC, Maryland | Joel Finkelstein, Attorney at Law",True,0,[],[],4,"['Truck Accident Attorney with Decades of Experience in Washington, DC', 'Knowledgeable and Experienced Truck Accident Lawyer in Washington, DC\u200b', 'Types of accidents for which you should consult with a truck accident attorney in Washington, DC', 'One injury lawyer. Real solutions.']","[True, True, True, False]",0,[],[],7,"['the law offices of joel m finkelstein', '', 'semi truck accident', 'joel finkelstein at desk with client', 'Loading', 'client-is-bringing-the-documents-to-clarify-the-law-to-the-lawyer-at-the-prosecutor-office-.jpg', 'las office of joel m finkelstein']","[False, False, True, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,19,https://1800injured.care/washington-dc/truck-accidents/,34,30,6,628236,1992,1310,68,85,8,5,15,1.0,True,Truck Accident Attorney Washington DC | Balkin Law Group,True,1,['Truck Accident Attorney Washington DC'],[True],4,"['Find a DC Personal Injury Attorney For Your Truck Accident Today', 'The Differences Between a Car and Truck Accident in Washington DC', 'Frequently Asked Questions About Truck Accidents in Washington DC', 'Don’t Settle For Less. Contact Us Today']","[True, True, True, False]",13,"['Size Difference', 'Commercial Trucking Regulations', 'Complex Maintenance Requirements', 'Commercial Liability Coverage', 'How much is my truck accident claim worth?', 'Do I need a lawyer to file a claim with a commercial trucking insurance company?', 'Will my truck accident claim need to go to trial?', 'Related Articles', 'Miami', 'Fort Lauderdale', 'West Palm Beach', 'Orlando', 'Jacksonville']","[False, False, False, False, True, False, True, False, False, False, False, False, False]",5,"['1-800-Injured Logo', 'Truck', 'Top Truck Accident Lawyer in Washington DC', 'Image of attorneys', '1-800-Injured Logo']","[False, False, True, False, False]",True,False
Truck Accident Lawyer Washington DC,20,https://www.dkinglaw.com/truck-accidents/,22,18,17,367,157,1967,0,120,11,1,16,71.0,True,Washington DC Truck Accident Lawyer | Free Consultations,True,1,['Washington DC Truck Accident Attorney'],[True],25,"['Contact Washington, DC Truck Accident Lawyers at the Law Offices of Duane O. King', 'I enjoyed working with Attorney King because he looked at me as a whole, not just as a client.', 'I would recommend Attorney King to anyone who has been in an automobile accident.', 'The Law Office of Duane O. King was a blessing to my wife', 'Worked Hard For Us', 'Very Good at What They Do', 'Highly Recommend', 'Pleasure to Work With', 'Very Professional and Attentive', 'Forever Grateful', 'Continue to Recommend', 'Saved Me From Financial Ruin', 'Great Result', 'Phenomenal Lawyer', 'Great Communication', 'Very Helpful', 'Very Professional', 'Very Understanding', 'Greatly Appreciate Him and His Team', 'They Will Take Care of You', 'Very Professional', 'Best Interest at Heart', 'Very Satisfactory Team', 'Helpful, Respectful, Patient', 'Amazing!']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",1,['Common Causes of Truck Accidents'],[True],38,"['green check', 'green check', 'NO ALT', 'NO ALT', 'The Law Office of Duane O. King', 'The Law Office of Duane O. King', 'Facebook', 'Facebook', 'Twitter', 'Twitter', 'Google Business', 'Google Business', 'LinkedIn', 'LinkedIn', 'Instagram', 'Instagram', 'Youtube', 'Youtube', 'review icon', 'review icon', '', '', 'NO ALT', 'NO ALT', '', '', 'Facebook', 'Facebook', 'Twitter', 'Twitter', 'Google Business', 'Google Business', 'LinkedIn', 'LinkedIn', 'Instagram', 'Instagram', 'Youtube', 'Youtube']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,21,https://www.millerandzois.com/maryland-truck-accident-lawyer.html,44,39,2,330905,38299,4636,0,0,63,2,52,115.0,True,Truck Accident Verdicts and Settlements in Maryland,True,1,['Maryland Commercial Truck Accident Lawyers'],[True],0,[],[],0,[],[],17,"['Logo of Miller & Zois, Attorneys at Law', 'Ronald V. Miller Jr. and Laura G. Zois', 'Super Lawyers', 'Justia Lawyer Rating for Ronald V. Miller Jr.', 'Best Law Firms', 'Avvo Rating - 10', 'Million Dollar Advocates Forum', 'Litigator Awards', 'truckcrash', 'wrongful death truck accident', 'Truck Accident Settlements & Verdicts', 'Facebook icon', 'Twitter icon', 'LinkedIn icon', 'Justia icon', 'YouTube', 'Instagram icon']","[False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,22,https://www.hiltonsomer.com/truck-accident-attorney/,32,23,1,3538,1502,923,3,176,6,2,21,447.0,False,"Truck Accident Attorney, Serving Virginia, Maryland and Washington, DC",True,1,['Truck Accident Attorney'],[True],6,"['Truck Accident Attorney', 'Virginia, Maryland and Washington, DC Truck Accident Attorney', 'Hilton & Somer, LLC: Virginia, Maryland and Washington, DC Truck Accident Lawyer', 'Contact Us', 'CLIENT FOCUSED REPRESENTATION', 'Practice Areas']","[True, True, True, False, False, False]",2,"['(703) 560-0700', '703-560-0700']","[False, False]",11,"['NO ALT', 'hilton somer', 'Virginia Truck Accident Lawyer', '', 'AUTO ACCIDENT', 'WRONGFUL DEATH', 'DOG BITE', 'SLIP & FALL', 'hilton somer', 'hilton somer', 'Universally Found']","[False, False, True, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,23,https://karplawfirm.net/trucking-accident/overloaded/,19,16,1,10291,911,1126,140,0,11,0,11,35.0,True,"Washington, DC Overloaded Truck Accident Lawyers",True,1,"['Washington, D.C.\xa0 Overloaded Truck Accident Attorneys']",[True],13,"['Guiding injured victims to recovery after a serious accident', 'What kinds of accidents are caused when debris falling from trucks?', 'Can falling debris accidents be prevented?', 'Washington, D.C.', 'Washington, DC', 'Washington, DC', 'Rockville, Maryland', 'Frederick, Maryland', 'Baltimore, Maryland', 'Oxon Hill, Maryland', 'Alexandria, Virginia', 'Front Royal, Virginia', 'Recent Blog Posts']","[False, False, False, False, False, False, False, False, False, False, False, False, False]",3,"['Truck Accidents', 'Recent Blog Posts', 'If you have you been injured by falling truck debris, an experienced Washington D.C. truck accident attorney is ready to help']","[True, False, True]",6,"['Karp, Wigodsky, Norwind & Gold, P.A', 'Karp, Wigodsky, Norwind & Gold, P.A', 'Karp, Wigodsky, Norwind & Gold, P.A', 'Karp, Wigodsky, Norwind & Gold, P.A', 'Karp, Wigodsky, Norwind & Gold, P.A', 'NO ALT']","[False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,24,https://cochranfirm.com/washington-dc/truck/,47,28,2,635410,20772,1499,1,0,24,0,16,266.0,False,D.C. Truck Accident Lawyers - The Cochran Firm Washington D.C.,True,1,['D.C. Truck Accident Lawyers'],[True],4,"['Do I Have a Case?', 'Do I Have a Case?', 'Client Stories & Testimonials', 'Newsletter']","[False, False, False, False]",6,"['Truck Accident Lawyer for Washington, D.C.', 'If You’ve Been a Victim in a Truck Accident:', 'Why should I hire a truck accident lawyer?', 'Know the Facts on 18 Wheeler and Commercial Vehicle Accidents', 'Consequences of Truck Accidents', 'Hire a trucking accident lawyer in Washington, D.C., Maryland, and Virginia']","[True, True, True, False, True, False]",52,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Group Recommend', 'Group Recommend']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,25,https://martinwrenlaw.com/truck-accident-lawyer-fredericksburg-va/,31,26,1,17805,1564,1537,12,244,23,0,60,51.0,True,"Truck Accident Lawyer Fredericksburg VA - MartinWren, P.C.",True,1,['Truck Accident Lawyer Fredericksburg VA'],[True],3,"['Contact Our Virginia Lawyers', 'SEND US A MESSAGE', 'latest firm news']","[False, False, False]",10,"['PracticeAreas–VirginiaAttorneys', 'Client Review', 'To speak with one of our attorneys, please call us at (434) 817-3100.', 'To schedule a free consultation with a personal injury lawyer, please call us at (434) 817-3100.', 'Charlottesville Office', 'Harrisonburg Office', 'Ways That Truck Accidents Happen', 'Dealing With A Business Breach Of Contract', 'Meeting With A Car Accident Lawyer', 'The Value Of A Car Accident Case']","[False, False, False, False, False, False, True, False, False, False]",4,"['NO ALT', 'Truck Accident Lawyer Fredericksburg, VA', 'Client Review', 'MartinWren, P.C., Virginia Injury Lawyers']","[False, True, False, False]",True,False
Truck Accident Lawyer Washington DC,26,https://www.slocumblaw.com/truck-accidents,26,25,1,13470,4282,1524,167,81,19,0,11,2.0,True,Truck Accident Attorneys | Mike Slocumb Law Firm,True,1,['Truck Accident Attorneys'],[True],2,"['Large Commercial Truck Accidents', 'We Want To Speak To You\t\t\t\t\t\t\t\t\t\t\t\t\tAbout Your Case']","[True, False]",3,"['Common Causes of Large Truck Accidents', 'Who Is Liable for a Truck Accident?', 'Why Hire a Truck Accident Attorney?']","[True, True, True]",8,"['Mike Slocumb Law Firm', 'Mike Slocumb Law Firm', '', '', '', '', 'Mike Slocumb Law Firm', 'Mike Slocumb Law Firm']","[False, False, False, False, False, False, False, False]",False,False
Truck Accident Lawyer Washington DC,27,https://www.hendersonlawllc.com/practice-areas/truck-accident-attorney-maryland/,18,21,2,7962,506,1379,0,69,11,0,10,105.0,True,Maryland Semi-Truck Accident Lawyer | Commercial Truck Crash Attorney,True,1,['Maryland Semi-Truck Accident Lawyer'],[True],6,"['Hire A Former Trucking Defense Lawyer', 'Damages', 'Negligence', 'Contributory Negligence', 'Frequently Asked Questions (FAQs)', 'Now Is the Time to Take Action']","[False, False, False, False, False, False]",6,"['What is a truck’s “black box”?', 'What federal regulations govern commercial trucking?', 'How do you get paid?', 'What should I expect, if I hire you?', 'Schedule A No Obligation Consultation', 'Cities We Serve']","[False, False, False, False, False, False]",13,"['Logo: Henderson Law', 'Logo: Henderson Law', '', '', '', '', '', '', '', '', '', '', '']","[False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,28,https://johnniebondlaw.com/qualified-washington-dc-and-maryland-truck-accidents-lawyer/,13,15,1,5060,509,1842,73,78,27,0,22,397.0,False,"Qualified Washington, DC and Maryland Truck Accidents Lawyer - Johnnie Bond Law: Personal Injury Lawyer in Washington, DC",True,3,"['Qualified Washington, DC and Maryland Truck Accidents Lawyer', 'Get a Free Case Evaluation.', ""We're Available to Help You 24/7.""]","[True, False, False]",5,"['Truck Accidents in DC and Maryland', 'Common Causes for Truck Accidents', 'Truck Accident Compensation in DC and Maryland', 'Truck Accident FAQs', 'Work With a Skilled Truck Accidents Lawyer in Maryland and Washington, DC']","[True, True, True, True, True]",10,"['How are truck accidents different from other accidents?', 'What causes truck accidents?', 'What can I do to protect my rights after a truck accident?', 'What should I do at the scene of a truck accident?', 'What should I do in the days following a truck accident?', 'Who can be sued in a truck accident case?', 'What kind of damages can I recover?', 'What should I do if the trucking company calls me before I’ve picked a lawyer?', 'How long do I have to file a lawsuit after a truck wreck?', ""Get a Free Case Evaluation. Call us at (202) 683-6803.We're Available to Help You 24/7.""]","[True, True, True, True, True, True, False, False, False, False]",4,"['Johnnie Bond Law: Personal Injury Lawyer in Washington, DC', 'Johnnie Bond Law: Personal Injury Lawyer in Washington, DC', '', '']","[False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,29,https://cohen-lawyers.com/truck-accidents/,16,18,3,1463,68,708,154,0,9,12,14,159.0,True,Truck Accidents | Cohen Lawyers,True,6,"['Truck Accidents', 'Contact Us Today!', 'Contact Us Today!', 'Call Us 24/7', 'Email Us', 'Live Chat']","[True, False, False, False, False, False]",2,"['Are you in need of a Washington DC Truck Accident Attorney?', 'Call Cohen Lawyers today for Truck Accident Lawyers DC can trust']","[True, True]",1,['We Understand the Complexity of DC Truck Accident Law'],[True],15,"['NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', '', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'NO ALT', 'footer disclaimer image']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
Truck Accident Lawyer Washington DC,30,https://munley.com/truck-accident-lawyer/washington-dc/,38,29,1,272929,13343,2655,221,176,41,7,45,4.0,True,Washington DC Truck Accident Lawyer | Munley Law Personal Injury Attorneys,True,1,['Washington DC Truck Accident Lawyer'],[True],5,"['Washington DC Truck Accident Lawyers with a Record of Success', 'Why Should I Hire Munley Law Personal Injury Attorneys for My DC Truck Accident Case?', 'Truck Crash Causes in Washington, DC', 'Frequently Asked DC Truck Accident Questions', 'Contact Our Washington DC Truck Accident Attorneys Today']","[True, True, False, True, True]",10,"['Q: What can I do to protect my rights after a DC truck accident?', 'Q: What should I do at the scene of a truck accident?', 'Q: What should I do if the trucking company calls me before I’ve retained a Washington DC truck accident lawyer?', 'Q: What should I do in the days following a truck accident?', 'Q: Who can be sued in a DC truck accident case?', 'Q: How long do I have to file a lawsuit after a truck wreck?', 'Q: How much will it cost to hire a DC truck crash lawyer?', 'Q: How can an experienced truck accident lawyer help me win my case?', 'Q. What Damages Might I Be Entitled to After a Truck Accident in DC?', 'Do I Have A Case?']","[True, True, True, True, True, False, False, True, True, False]",29,"['close', 'truck accident statistics truck crash lawyers', 'truck driver pay and safety on the job', 'truck crash driver fled scene truck accident attorney', 'Munley Law Personal Injury Attorneys scranton personal injury lawyer', 'Entrance to Munley Law Personal Injury Attorneys office', 'The Washington Post', 'New York Post', 'CBS News', 'DailyMail.com', 'USA Today', 'Pittsburgh Post-Gazette', 'Morningstar', 'Yahoo Finance', 'Stripes', 'wall street', 'LCA', 'PA Bar Association', 'top 100', 'Super Lawyers', 'Best law firms', 'best lawyers', 'top 1% of trial lawyers', 'av', 'Irish Legal', 'Munley Law', 'BBB Accreditation', 'Back to Top', 'Cleantalk Pixel']","[False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",True,False
